t,variable,order,source,value
2.512000000000002,y,0,supervisor,0.3650423305413255
2.512000000000002,y,1,supervisor,0.0
2.512000000000002,z,0,supervisor,1.025
2.512000000000002,z,1,supervisor,0.0
2.520000000000002,x,0,supervisor,0.23360671696585056
2.520000000000002,x,1,supervisor,0.0
2.520000000000002,y,0,supervisor,0.3662678761191229
2.520000000000002,y,1,supervisor,0.0
2.520000000000002,z,0,supervisor,1.025
2.520000000000002,z,1,supervisor,0.0
2.528000000000002,x,0,supervisor,0.23080830898868476
2.528000000000002,x,1,supervisor,0.0
2.528000000000002,y,0,supervisor,0.367453020686085
2.528000000000002,y,1,supervisor,0.0
2.528000000000002,z,0,supervisor,1.025
2.528000000000002,z,1,supervisor,0.0
2.536000000000002,x,0,supervisor,0.22803572883529905
2.536000000000002,x,1,supervisor,0.0
2.536000000000002,y,0,supervisor,0.3685982448483265
2.536000000000002,y,1,supervisor,0.0
2.536000000000002,z,0,supervisor,1.025
2.536000000000002,z,1,supervisor,0.0
2.544000000000002,x,0,supervisor,0.22528971474718135
2.544000000000002,x,1,supervisor,0.0
2.544000000000002,y,0,supervisor,0.36970405080417335
2.544000000000002,y,1,supervisor,0.0
2.544000000000002,z,0,supervisor,1.025
2.544000000000002,z,1,supervisor,0.0
2.552000000000002,x,0,supervisor,0.2225709672915794
2.552000000000002,x,1,supervisor,0.0
2.552000000000002,y,0,supervisor,0.3707709609609957
2.552000000000002,y,1,supervisor,0.0
2.552000000000002,z,0,supervisor,1.025
2.552000000000002,z,1,supervisor,0.0
2.560000000000002,x,0,supervisor,0.21988014893976304
2.560000000000002,x,1,supervisor,0.0
2.560000000000002,y,0,supervisor,0.37179951653605664
2.560000000000002,y,1,supervisor,0.0
2.560000000000002,z,0,supervisor,1.025
2.560000000000002,z,1,supervisor,0.0
2.568000000000002,x,0,supervisor,0.21721788376045104
2.568000000000002,x,1,supervisor,0.0
2.568000000000002,y,0,supervisor,0.37279027614734983
2.568000000000002,y,1,supervisor,0.0
2.568000000000002,z,0,supervisor,1.025
2.568000000000002,z,1,supervisor,0.0
2.576000000000002,x,0,supervisor,0.21458475722680964
2.576000000000002,x,1,supervisor,0.0
2.576000000000002,y,0,supervisor,0.3737438144002728
2.576000000000002,y,1,supervisor,0.0
2.576000000000002,z,0,supervisor,1.025
2.576000000000002,z,1,supervisor,0.0
2.584000000000002,x,0,supervisor,0.211981316134828
2.584000000000002,x,1,supervisor,0.0
2.584000000000002,y,0,supervisor,0.3746607204758311
2.584000000000002,y,1,supervisor,0.0
2.584000000000002,z,0,supervisor,1.025
2.584000000000002,z,1,supervisor,0.0
2.592000000000002,x,0,supervisor,0.20940806863030867
2.592000000000002,x,1,supervisor,0.0
2.592000000000002,y,0,supervisor,0.3755415967258687
2.592000000000002,y,1,supervisor,0.0
2.592000000000002,z,0,supervisor,1.025
2.592000000000002,z,1,supervisor,0.0
2.600000000000002,x,0,supervisor,0.20686548434119273
2.600000000000002,x,1,supervisor,0.0
2.600000000000002,y,0,supervisor,0.37638705728059135
2.600000000000002,y,1,supervisor,0.0
2.600000000000002,z,0,supervisor,1.025
2.600000000000002,z,1,supervisor,0.0
2.608000000000002,x,0,supervisor,0.20435399461143477
2.608000000000002,x,1,supervisor,0.0
2.608000000000002,y,0,supervisor,0.37719772667339524
2.608000000000002,y,1,supervisor,0.0
2.608000000000002,z,0,supervisor,1.025
2.608000000000002,z,1,supervisor,0.0
2.616000000000002,x,0,supervisor,0.20187399283221893
2.616000000000002,x,1,supervisor,0.0
2.616000000000002,y,0,supervisor,0.37797423848772194
2.616000000000002,y,1,supervisor,0.0
2.616000000000002,z,0,supervisor,1.025
2.616000000000002,z,1,supervisor,0.0
2.624000000000002,x,0,supervisor,0.19942583486589982
2.624000000000002,x,1,supervisor,0.0
2.624000000000002,y,0,supervisor,0.37871723403035573
2.624000000000002,y,1,supervisor,0.0
2.624000000000002,z,0,supervisor,1.025
2.624000000000002,z,1,supervisor,0.0
2.632000000000002,x,0,supervisor,0.1970098395577119
2.632000000000002,x,1,supervisor,0.0
2.632000000000002,y,0,supervisor,0.37942736103525443
2.632000000000002,y,1,supervisor,0.0
2.632000000000002,z,0,supervisor,1.025
2.632000000000002,z,1,supervisor,0.0
2.640000000000002,x,0,supervisor,0.1946262893299949
2.640000000000002,x,1,supervisor,0.0
2.640000000000002,y,0,supervisor,0.3801052724016573
2.640000000000002,y,1,supervisor,0.0
2.640000000000002,z,0,supervisor,1.025
2.640000000000002,z,1,supervisor,0.0
2.648000000000002,x,0,supervisor,0.19227543085343618
2.648000000000002,x,1,supervisor,0.0
2.648000000000002,y,0,supervisor,0.38075162496986764
2.648000000000002,y,1,supervisor,0.0
2.648000000000002,z,0,supervisor,1.025
2.648000000000002,z,1,supervisor,0.0
2.656000000000002,x,0,supervisor,0.18995747578964473
2.656000000000002,x,1,supervisor,0.0
2.656000000000002,y,0,supervisor,0.3813670783377403
2.656000000000002,y,1,supervisor,0.0
2.656000000000002,z,0,supervisor,1.025
2.656000000000002,z,1,supervisor,0.0
2.664000000000002,x,0,supervisor,0.1876726015992191
2.664000000000002,x,1,supervisor,0.0
2.664000000000002,y,0,supervisor,0.3819522937205466
2.664000000000002,y,1,supervisor,0.0
2.664000000000002,z,0,supervisor,1.025
2.664000000000002,z,1,supervisor,0.0
2.672000000000002,x,0,supervisor,0.18542095240938755
2.672000000000002,x,1,supervisor,0.0
2.672000000000002,y,0,supervisor,0.3825079328565224
2.672000000000002,y,1,supervisor,0.0
2.672000000000002,z,0,supervisor,1.025
2.672000000000002,z,1,supervisor,0.0
2.680000000000002,x,0,supervisor,0.18320263993524905
2.680000000000002,x,1,supervisor,0.0
2.680000000000002,y,0,supervisor,0.3830346569600433
2.680000000000002,y,1,supervisor,0.0
2.680000000000002,z,0,supervisor,1.025
2.680000000000002,z,1,supervisor,0.0
2.688000000000002,x,0,supervisor,0.18101774444864097
2.688000000000002,x,1,supervisor,0.0
2.688000000000002,y,0,supervisor,0.3835331257240206
2.688000000000002,y,1,supervisor,0.0
2.688000000000002,z,0,supervisor,1.025
2.688000000000002,z,1,supervisor,0.0
2.696000000000002,x,0,supervisor,0.17886631578870768
2.696000000000002,x,1,supervisor,0.0
2.696000000000002,y,0,supervisor,0.38400399637276367
2.696000000000002,y,1,supervisor,0.0
2.696000000000002,z,0,supervisor,1.025
2.696000000000002,z,1,supervisor,0.0
2.704000000000002,x,0,supervisor,0.1767483744083233
2.704000000000002,x,1,supervisor,0.0
2.704000000000002,y,0,supervisor,0.38444792276622164
2.704000000000002,y,1,supervisor,0.0
2.704000000000002,z,0,supervisor,1.025
2.704000000000002,z,1,supervisor,0.0
2.712000000000002,x,0,supervisor,0.17466391245063762
2.712000000000002,x,1,supervisor,0.0
2.712000000000002,y,0,supervisor,0.3848655545562006
2.712000000000002,y,1,supervisor,0.0
2.712000000000002,z,0,supervisor,1.025
2.712000000000002,z,1,supervisor,0.0
2.720000000000002,x,0,supervisor,0.1726128948501774
2.720000000000002,x,1,supervisor,0.0
2.720000000000002,y,0,supervisor,0.38525753639484556
2.720000000000002,y,1,supervisor,0.0
2.720000000000002,z,0,supervisor,1.025
2.720000000000002,z,1,supervisor,0.0
2.728000000000002,x,0,supervisor,0.1705952604531045
2.728000000000002,x,1,supervisor,0.0
2.728000000000002,y,0,supervisor,0.38562450719539326
2.728000000000002,y,1,supervisor,0.0
2.728000000000002,z,0,supervisor,1.025
2.728000000000002,z,1,supervisor,0.0
2.736000000000002,x,0,supervisor,0.1686109231514497
2.736000000000002,x,1,supervisor,0.0
2.736000000000002,y,0,supervisor,0.38596709944493546
2.736000000000002,y,1,supervisor,0.0
2.736000000000002,z,0,supervisor,1.025
2.736000000000002,z,1,supervisor,0.0
2.744000000000002,x,0,supervisor,0.1666597730263708
2.744000000000002,x,1,supervisor,0.0
2.744000000000002,y,0,supervisor,0.3862859385686821
2.744000000000002,y,1,supervisor,0.0
2.744000000000002,z,0,supervisor,1.025
2.744000000000002,z,1,supervisor,0.0
2.752000000000002,x,0,supervisor,0.16474167749573007
2.752000000000002,x,1,supervisor,0.0
2.752000000000002,y,0,supervisor,0.3865816423449907
2.752000000000002,y,1,supervisor,0.0
2.752000000000002,z,0,supervisor,1.025
2.752000000000002,z,1,supervisor,0.0
2.760000000000002,x,0,supervisor,0.16285648246155396
2.760000000000002,x,1,supervisor,0.0
2.760000000000002,y,0,supervisor,0.3868548203702201
2.760000000000002,y,1,supervisor,0.0
2.760000000000002,z,0,supervisor,1.025
2.760000000000002,z,1,supervisor,0.0
2.768000000000002,x,0,supervisor,0.16100401345321844
2.768000000000002,x,1,supervisor,0.0
2.768000000000002,y,0,supervisor,0.38710607357228316
2.768000000000002,y,1,supervisor,0.0
2.768000000000002,z,0,supervisor,1.025
2.768000000000002,z,1,supervisor,0.0
2.776000000000002,x,0,supervisor,0.1591840767624811
2.776000000000002,x,1,supervisor,0.0
2.776000000000002,y,0,supervisor,0.38733599377160766
2.776000000000002,y,1,supervisor,0.0
2.776000000000002,z,0,supervisor,1.025
2.776000000000002,z,1,supervisor,0.0
2.784000000000002,x,0,supervisor,0.15739646056678075
2.784000000000002,x,1,supervisor,0.0
2.784000000000002,y,0,supervisor,0.3875451632880747
2.784000000000002,y,1,supervisor,0.0
2.784000000000002,z,0,supervisor,1.025
2.784000000000002,z,1,supervisor,0.0
2.792000000000002,x,0,supervisor,0.15564093603751455
2.792000000000002,x,1,supervisor,0.0
2.792000000000002,y,0,supervisor,0.38773415459237703
2.792000000000002,y,1,supervisor,0.0
2.792000000000002,z,0,supervisor,1.025
2.792000000000002,z,1,supervisor,0.0
2.800000000000002,x,0,supervisor,0.1539172584302972
2.800000000000002,x,1,supervisor,0.0
2.800000000000002,y,0,supervisor,0.3879035300001386
2.800000000000002,y,1,supervisor,0.0
2.800000000000002,z,0,supervisor,1.025
2.800000000000002,z,1,supervisor,0.0
2.808000000000002,x,0,supervisor,0.1522251681545015
2.808000000000002,x,1,supervisor,0.0
2.808000000000002,y,0,supervisor,0.3880538414070519
2.808000000000002,y,1,supervisor,0.0
2.808000000000002,z,0,supervisor,1.025
2.808000000000002,z,1,supervisor,0.0
2.816000000000002,x,0,supervisor,0.15056439181965883
2.816000000000002,x,1,supervisor,0.0
2.816000000000002,y,0,supervisor,0.38818563006322143
2.816000000000002,y,1,supervisor,0.0
2.816000000000002,z,0,supervisor,1.025
2.816000000000002,z,1,supervisor,0.0
2.824000000000002,x,0,supervisor,0.14893464325658665
2.824000000000002,x,1,supervisor,0.0
2.824000000000002,y,0,supervisor,0.3882994263848526
2.824000000000002,y,1,supervisor,0.0
2.824000000000002,z,0,supervisor,1.025
2.824000000000002,z,1,supervisor,0.0
2.832000000000002,x,0,supervisor,0.1473356245113749
2.832000000000002,x,1,supervisor,0.0
2.832000000000002,y,0,supervisor,0.38839574980138974
2.832000000000002,y,1,supervisor,0.0
2.832000000000002,z,0,supervisor,1.025
2.832000000000002,z,1,supervisor,0.0
2.840000000000002,x,0,supervisor,0.14576702681062675
2.840000000000002,x,1,supervisor,0.0
2.840000000000002,y,0,supervisor,0.3884751086361891
2.840000000000002,y,1,supervisor,0.0
2.840000000000002,z,0,supervisor,1.025
2.840000000000002,z,1,supervisor,0.0
2.848000000000002,x,0,supervisor,0.1442285314966025
2.848000000000002,x,1,supervisor,0.0
2.848000000000002,y,0,supervisor,0.38853800001880223
2.848000000000002,y,1,supervisor,0.0
2.848000000000002,z,0,supervisor,1.025
2.848000000000002,z,1,supervisor,0.0
2.856000000000002,x,0,supervisor,0.14271981093114755
2.856000000000002,x,1,supervisor,0.0
2.856000000000002,y,0,supervisor,0.38858490982695537
2.856000000000002,y,1,supervisor,0.0
2.856000000000002,z,0,supervisor,1.025
2.856000000000002,z,1,supervisor,0.0
2.864000000000002,x,0,supervisor,0.14124052936751672
2.864000000000002,x,1,supervisor,0.0
2.864000000000002,y,0,supervisor,0.3886163126563237
2.864000000000002,y,1,supervisor,0.0
2.864000000000002,z,0,supervisor,1.025
2.864000000000002,z,1,supervisor,0.0
2.872000000000002,x,0,supervisor,0.13979034378941607
2.872000000000002,x,1,supervisor,0.0
2.872000000000002,y,0,supervisor,0.3886326718162268
2.872000000000002,y,1,supervisor,0.0
2.872000000000002,z,0,supervisor,1.025
2.872000000000002,z,1,supervisor,0.0
2.880000000000002,x,0,supervisor,0.1383689047167815
2.880000000000002,x,1,supervisor,0.0
2.880000000000002,y,0,supervisor,0.38863443934940806
2.880000000000002,y,1,supervisor,0.0
2.880000000000002,z,0,supervisor,1.025
2.880000000000002,z,1,supervisor,0.0
2.888000000000002,x,0,supervisor,0.1369758569779988
2.888000000000002,x,1,supervisor,0.0
2.888000000000002,y,0,supervisor,0.38862205607410083
2.888000000000002,y,1,supervisor,0.0
2.888000000000002,z,0,supervisor,1.025
2.888000000000002,z,1,supervisor,0.0
2.896000000000002,x,0,supervisor,0.1356108404484399
2.896000000000002,x,1,supervisor,0.0
2.896000000000002,y,0,supervisor,0.3885959516466363
2.896000000000002,y,1,supervisor,0.0
2.896000000000002,z,0,supervisor,1.025
2.896000000000002,z,1,supervisor,0.0
2.904000000000002,x,0,supervisor,0.13427349075534095
2.904000000000002,x,1,supervisor,0.0
2.904000000000002,y,0,supervisor,0.38855654464290107
2.904000000000002,y,1,supervisor,0.0
2.904000000000002,z,0,supervisor,1.025
2.904000000000002,z,1,supervisor,0.0
2.912000000000002,x,0,supervisor,0.1329634399492013
2.912000000000002,x,1,supervisor,0.0
2.912000000000002,y,0,supervisor,0.38850424265701256
2.912000000000002,y,1,supervisor,0.0
2.912000000000002,z,0,supervisor,1.025
2.912000000000002,z,1,supervisor,0.0
2.920000000000002,x,0,supervisor,0.131680317141996
2.920000000000002,x,1,supervisor,0.0
2.920000000000002,y,0,supervisor,0.38843944241564277
2.920000000000002,y,1,supervisor,0.0
2.920000000000002,z,0,supervisor,1.025
2.920000000000002,z,1,supervisor,0.0
2.928000000000002,x,0,supervisor,0.1304237491126243
2.928000000000002,x,1,supervisor,0.0
2.928000000000002,y,0,supervisor,0.3883625299064878
2.928000000000002,y,1,supervisor,0.0
2.928000000000002,z,0,supervisor,1.025
2.928000000000002,z,1,supervisor,0.0
2.936000000000002,x,0,supervisor,0.12919336088010822
2.936000000000002,x,1,supervisor,0.0
2.936000000000002,y,0,supervisor,0.3882738805194484
2.936000000000002,y,1,supervisor,0.0
2.936000000000002,z,0,supervisor,1.025
2.936000000000002,z,1,supervisor,0.0
2.944000000000002,x,0,supervisor,0.12798877624515095
2.944000000000002,x,1,supervisor,0.0
2.944000000000002,y,0,supervisor,0.38817385919915537
2.944000000000002,y,1,supervisor,0.0
2.944000000000002,z,0,supervisor,1.025
2.944000000000002,z,1,supervisor,0.0
2.952000000000002,x,0,supervisor,0.12680961830074855
2.952000000000002,x,1,supervisor,0.0
2.952000000000002,y,0,supervisor,0.3880628206075452
2.952000000000002,y,1,supervisor,0.0
2.952000000000002,z,0,supervisor,1.025
2.952000000000002,z,1,supervisor,0.0
2.960000000000002,x,0,supervisor,0.1256555099126028
2.960000000000002,x,1,supervisor,0.0
2.960000000000002,y,0,supervisor,0.3879411092952607
2.960000000000002,y,1,supervisor,0.0
2.960000000000002,z,0,supervisor,1.025
2.960000000000002,z,1,supervisor,0.0
2.968000000000002,x,0,supervisor,0.12452607417015708
2.968000000000002,x,1,supervisor,0.0
2.968000000000002,y,0,supervisor,0.3878090598807234
2.968000000000002,y,1,supervisor,0.0
2.968000000000002,z,0,supervisor,1.025
2.968000000000002,z,1,supervisor,0.0
2.976000000000002,x,0,supervisor,0.1234209348091144
2.976000000000002,x,1,supervisor,0.0
2.976000000000002,y,0,supervisor,0.3876669972357908
2.976000000000002,y,1,supervisor,0.0
2.976000000000002,z,0,supervisor,1.025
2.976000000000002,z,1,supervisor,0.0
2.984000000000002,x,0,supervisor,0.12233971660633955
2.984000000000002,x,1,supervisor,0.0
2.984000000000002,y,0,supervisor,0.38751523667698423
2.984000000000002,y,1,supervisor,0.0
2.984000000000002,z,0,supervisor,1.025
2.984000000000002,z,1,supervisor,0.0
2.992000000000002,x,0,supervisor,0.12128204574808066
2.992000000000002,x,1,supervisor,0.0
2.992000000000002,y,0,supervisor,0.3873540841613361
2.992000000000002,y,1,supervisor,0.0
2.992000000000002,z,0,supervisor,1.025
2.992000000000002,z,1,supervisor,0.0
3.000000000000002,x,0,supervisor,0.12024755017246258
3.000000000000002,x,1,supervisor,0.0
3.000000000000002,y,0,supervisor,0.38718383648597254
3.000000000000002,y,1,supervisor,0.0
3.000000000000002,z,0,supervisor,1.025
3.000000000000002,z,1,supervisor,0.0
3.0080000000000022,x,0,supervisor,0.11923585988722937
3.0080000000000022,x,1,supervisor,0.0
3.0080000000000022,y,0,supervisor,0.3870047814906123
3.0080000000000022,y,1,supervisor,0.0
3.0080000000000022,z,0,supervisor,1.025
3.0080000000000022,z,1,supervisor,0.0
3.0160000000000022,x,0,supervisor,0.11824660726371491
3.0160000000000022,x,1,supervisor,0.0
3.0160000000000022,y,0,supervisor,0.3868171982622188
3.0160000000000022,y,1,supervisor,0.0
3.0160000000000022,z,0,supervisor,1.025
3.0160000000000022,z,1,supervisor,0.0
3.0240000000000022,x,0,supervisor,0.11727942730802976
3.0240000000000022,x,1,supervisor,0.0
3.0240000000000022,y,0,supervisor,0.38662135734110803
3.0240000000000022,y,1,supervisor,0.0
3.0240000000000022,z,0,supervisor,1.025
3.0240000000000022,z,1,supervisor,0.0
3.0320000000000022,x,0,supervisor,0.11633395791045181
3.0320000000000022,x,1,supervisor,0.0
3.0320000000000022,y,0,supervisor,0.38641752092786597
3.0320000000000022,y,1,supervisor,0.0
3.0320000000000022,z,0,supervisor,1.025
3.0320000000000022,z,1,supervisor,0.0
3.0400000000000023,x,0,supervisor,0.11540984007399777
3.0400000000000023,x,1,supervisor,0.0
3.0400000000000023,y,0,supervisor,0.38620594309048517
3.0400000000000023,y,1,supervisor,0.0
3.0400000000000023,z,0,supervisor,1.025
3.0400000000000023,z,1,supervisor,0.0
3.0480000000000023,x,0,supervisor,0.11450671812315087
3.0480000000000023,x,1,supervisor,0.0
3.0480000000000023,y,0,supervisor,0.3859868699711823
3.0480000000000023,y,1,supervisor,0.0
3.0480000000000023,z,0,supervisor,1.025
3.0480000000000023,z,1,supervisor,0.0
3.0560000000000023,x,0,supervisor,0.11304848120388508
3.0560000000000023,x,1,supervisor,0.0
3.0560000000000023,y,0,supervisor,0.3869037381078292
3.0560000000000023,y,1,supervisor,0.0
3.0560000000000023,z,0,supervisor,1.025
3.0560000000000023,z,1,supervisor,0.0
3.0640000000000023,x,0,supervisor,0.11160372114892496
3.0640000000000023,x,1,supervisor,0.0
3.0640000000000023,y,0,supervisor,0.3878101335303933
3.0640000000000023,y,1,supervisor,0.0
3.0640000000000023,z,0,supervisor,1.025
3.0640000000000023,z,1,supervisor,0.0
3.0720000000000023,x,0,supervisor,0.11017226452363302
3.0720000000000023,x,1,supervisor,0.0
3.0720000000000023,y,0,supervisor,0.38870632893190055
3.0720000000000023,y,1,supervisor,0.0
3.0720000000000023,z,0,supervisor,1.025
3.0720000000000023,z,1,supervisor,0.0
3.0800000000000023,x,0,supervisor,0.10875393738660863
3.0800000000000023,x,1,supervisor,0.0
3.0800000000000023,y,0,supervisor,0.3895925898983726
3.0800000000000023,y,1,supervisor,0.0
3.0800000000000023,z,0,supervisor,1.025
3.0800000000000023,z,1,supervisor,0.0
3.0880000000000023,x,0,supervisor,0.10734856551067258
3.0880000000000023,x,1,supervisor,0.0
3.0880000000000023,y,0,supervisor,0.39046917504771667
3.0880000000000023,y,1,supervisor,0.0
3.0880000000000023,z,0,supervisor,1.025
3.0880000000000023,z,1,supervisor,0.0
3.0960000000000023,x,0,supervisor,0.10595597458946383
3.0960000000000023,x,1,supervisor,0.0
3.0960000000000023,y,0,supervisor,0.39133633617039976
3.0960000000000023,y,1,supervisor,0.0
3.0960000000000023,z,0,supervisor,1.025
3.0960000000000023,z,1,supervisor,0.0
3.1040000000000023,x,0,supervisor,0.10457599043025603
3.1040000000000023,x,1,supervisor,0.0
3.1040000000000023,y,0,supervisor,0.39219431837143937
3.1040000000000023,y,1,supervisor,0.0
3.1040000000000023,z,0,supervisor,1.025
3.1040000000000023,z,1,supervisor,0.0
3.1120000000000023,x,0,supervisor,0.10320843913360658
3.1120000000000023,x,1,supervisor,0.0
3.1120000000000023,y,0,supervisor,0.39304336021327624
3.1120000000000023,y,1,supervisor,0.0
3.1120000000000023,z,0,supervisor,1.025
3.1120000000000023,z,1,supervisor,0.0
3.1200000000000023,x,0,supervisor,0.10185314726043172
3.1200000000000023,x,1,supervisor,0.0
3.1200000000000023,y,0,supervisor,0.39388369385913286
3.1200000000000023,y,1,supervisor,0.0
3.1200000000000023,z,0,supervisor,1.025
3.1200000000000023,z,1,supervisor,0.0
3.1280000000000023,x,0,supervisor,0.10050994198709255
3.1280000000000023,x,1,supervisor,0.0
3.1280000000000023,y,0,supervisor,0.394715545216493
3.1280000000000023,y,1,supervisor,0.0
3.1280000000000023,z,0,supervisor,1.025
3.1280000000000023,z,1,supervisor,0.0
3.1360000000000023,x,0,supervisor,0.09917865124906322
3.1360000000000023,x,1,supervisor,0.0
3.1360000000000023,y,0,supervisor,0.3955391340803719
3.1360000000000023,y,1,supervisor,0.0
3.1360000000000023,z,0,supervisor,1.025
3.1360000000000023,z,1,supervisor,0.0
3.1440000000000023,x,0,supervisor,0.09785910387373967
3.1440000000000023,x,1,supervisor,0.0
3.1440000000000023,y,0,supervisor,0.3963546742760756
3.1440000000000023,y,1,supervisor,0.0
3.1440000000000023,z,0,supervisor,1.025
3.1440000000000023,z,1,supervisor,0.0
3.1520000000000024,x,0,supervisor,0.09655112970292605
3.1520000000000024,x,1,supervisor,0.0
3.1520000000000024,y,0,supervisor,0.3971623738011768
3.1520000000000024,y,1,supervisor,0.0
3.1520000000000024,z,0,supervisor,1.025
3.1520000000000024,z,1,supervisor,0.0
3.1600000000000024,x,0,supervisor,0.09525455970553147
3.1600000000000024,x,1,supervisor,0.0
3.1600000000000024,y,0,supervisor,0.39796243496646017
3.1600000000000024,y,1,supervisor,0.0
3.1600000000000024,z,0,supervisor,1.025
3.1600000000000024,z,1,supervisor,0.0
3.1680000000000024,x,0,supervisor,0.09396922608098128
3.1680000000000024,x,1,supervisor,0.0
3.1680000000000024,y,0,supervisor,0.39875505453561566
3.1680000000000024,y,1,supervisor,0.0
3.1680000000000024,z,0,supervisor,1.025
3.1680000000000024,z,1,supervisor,0.0
3.1760000000000024,x,0,supervisor,0.09269496235383604
3.1760000000000024,x,1,supervisor,0.0
3.1760000000000024,y,0,supervisor,0.3995404238634846
3.1760000000000024,y,1,supervisor,0.0
3.1760000000000024,z,0,supervisor,1.025
3.1760000000000024,z,1,supervisor,0.0
3.1840000000000024,x,0,supervisor,0.09143160346009716
3.1840000000000024,x,1,supervisor,0.0
3.1840000000000024,y,0,supervisor,0.40031872903267884
3.1840000000000024,y,1,supervisor,0.0
3.1840000000000024,z,0,supervisor,1.025
3.1840000000000024,z,1,supervisor,0.0
3.1920000000000024,x,0,supervisor,0.09017898582565262
3.1920000000000024,x,1,supervisor,0.0
3.1920000000000024,y,0,supervisor,0.4010901509884183
3.1920000000000024,y,1,supervisor,0.0
3.1920000000000024,z,0,supervisor,1.025
3.1920000000000024,z,1,supervisor,0.0
3.2000000000000024,x,0,supervisor,0.08893694743730585
3.2000000000000024,x,1,supervisor,0.0
3.2000000000000024,y,0,supervisor,0.40185486567145234
3.2000000000000024,y,1,supervisor,0.0
3.2000000000000024,z,0,supervisor,1.025
3.2000000000000024,z,1,supervisor,0.0
3.2080000000000024,x,0,supervisor,0.0877053279068131
3.2080000000000024,x,1,supervisor,0.0
3.2080000000000024,y,0,supervisor,0.40261304414894106
3.2080000000000024,y,1,supervisor,0.0
3.2080000000000024,z,0,supervisor,1.025
3.2080000000000024,z,1,supervisor,0.0
3.2160000000000024,x,0,supervisor,0.08648396852833051
3.2160000000000024,x,1,supervisor,0.0
3.2160000000000024,y,0,supervisor,0.40336485274319733
3.2160000000000024,y,1,supervisor,0.0
3.2160000000000024,z,0,supervisor,1.025
3.2160000000000024,z,1,supervisor,0.0
3.2240000000000024,x,0,supervisor,0.08527271232966518
3.2240000000000024,x,1,supervisor,0.0
3.2240000000000024,y,0,supervisor,0.40411045315819827
3.2240000000000024,y,1,supervisor,0.0
3.2240000000000024,z,0,supervisor,1.025
3.2240000000000024,z,1,supervisor,0.0
3.2320000000000024,x,0,supervisor,0.0840714041176992
3.2320000000000024,x,1,supervisor,0.0
3.2320000000000024,y,0,supervisor,0.40485000260379445
3.2320000000000024,y,1,supervisor,0.0
3.2320000000000024,z,0,supervisor,1.025
3.2320000000000024,z,1,supervisor,0.0
3.2400000000000024,x,0,supervisor,0.08287989051834446
3.2400000000000024,x,1,supervisor,0.0
3.2400000000000024,y,0,supervisor,0.40558365391755224
3.2400000000000024,y,1,supervisor,0.0
3.2400000000000024,z,0,supervisor,1.025
3.2400000000000024,z,1,supervisor,0.0
3.2480000000000024,x,0,supervisor,0.08169802001136656
3.2480000000000024,x,1,supervisor,0.0
3.2480000000000024,y,0,supervisor,0.4063115556841813
3.2480000000000024,y,1,supervisor,0.0
3.2480000000000024,z,0,supervisor,1.025
3.2480000000000024,z,1,supervisor,0.0
3.2560000000000024,x,0,supervisor,0.0805256429604034
3.2560000000000024,x,1,supervisor,0.0
3.2560000000000024,y,0,supervisor,0.40703385235250705
3.2560000000000024,y,1,supervisor,0.0
3.2560000000000024,z,0,supervisor,1.025
3.2560000000000024,z,1,supervisor,0.0
3.2640000000000025,x,0,supervisor,0.07936261163848513
3.2640000000000025,x,1,supervisor,0.0
3.2640000000000025,y,0,supervisor,0.40775068434995865
3.2640000000000025,y,1,supervisor,0.0
3.2640000000000025,z,0,supervisor,1.025
3.2640000000000025,z,1,supervisor,0.0
3.2720000000000025,x,0,supervisor,0.0782087802493498
3.2720000000000025,x,1,supervisor,0.0
3.2720000000000025,y,0,supervisor,0.4084621881945515
3.2720000000000025,y,1,supervisor,0.0
3.2720000000000025,z,0,supervisor,1.025
3.2720000000000025,z,1,supervisor,0.0
3.2800000000000025,x,0,supervisor,0.07706400494483451
3.2800000000000025,x,1,supervisor,0.0
3.2800000000000025,y,0,supervisor,0.40916849660435306
3.2800000000000025,y,1,supervisor,0.0
3.2800000000000025,z,0,supervisor,1.025
3.2800000000000025,z,1,supervisor,0.0
3.2880000000000025,x,0,supervisor,0.0759281438386078
3.2880000000000025,x,1,supervisor,0.0
3.2880000000000025,y,0,supervisor,0.40986973860442455
3.2880000000000025,y,1,supervisor,0.0
3.2880000000000025,z,0,supervisor,1.025
3.2880000000000025,z,1,supervisor,0.0
3.2960000000000025,x,0,supervisor,0.07480105701648873
3.2960000000000025,x,1,supervisor,0.0
3.2960000000000025,y,0,supervisor,0.4105660396312429
3.2960000000000025,y,1,supervisor,0.0
3.2960000000000025,z,0,supervisor,1.025
3.2960000000000025,z,1,supervisor,0.0
3.3040000000000025,x,0,supervisor,0.07368260654360301
3.3040000000000025,x,1,supervisor,0.0
3.3040000000000025,y,0,supervisor,0.4112575216346074
3.3040000000000025,y,1,supervisor,0.0
3.3040000000000025,z,0,supervisor,1.025
3.3040000000000025,z,1,supervisor,0.0
3.3120000000000025,x,0,supervisor,0.07257265646858796
3.3120000000000025,x,1,supervisor,0.0
3.3120000000000025,y,0,supervisor,0.4119443031770473
3.3120000000000025,y,1,supervisor,0.0
3.3120000000000025,z,0,supervisor,1.025
3.3120000000000025,z,1,supervisor,0.0
3.3200000000000025,x,0,supervisor,0.07147107282507026
3.3200000000000025,x,1,supervisor,0.0
